LocationID,BRDYEAR,num_egg_masses,Watershed,County,complete_case,BRDYEAR_scaled
LS01,2005,16,Laguna Salada,San Mateo,TRUE,-1.5887593768252413
LS01,2006,43,Laguna Salada,San Mateo,TRUE,-1.4355369298487688
LS01,2007,27,Laguna Salada,San Mateo,TRUE,-1.2823144828722963
LS01,2008,85,Laguna Salada,San Mateo,TRUE,-1.1290920358958239
LS01,2009,57,Laguna Salada,San Mateo,TRUE,-0.9758695889193515
LS01,2010,21,Laguna Salada,San Mateo,TRUE,-0.822647141942879
LS01,2011,55,Laguna Salada,San Mateo,TRUE,-0.6694246949664066
LS01,2012,55,Laguna Salada,San Mateo,TRUE,-0.5162022479899341
LS01,2013,23,Laguna Salada,San Mateo,TRUE,-0.36297980101346167
LS01,2014,10,Laguna Salada,San Mateo,TRUE,-0.20975735403698922
LS01,2015,29,Laguna Salada,San Mateo,TRUE,-0.056534907060516774
LS01,2016,11,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS01,2017,1,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS01,2018,9,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS01,2019,1,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS01,2020,11,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS01,2021,3,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS01,2022,2,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS01,2023,7,Laguna Salada,San Mateo,TRUE,1.1692446687512628
LS04,2008,4,Laguna Salada,San Mateo,TRUE,-1.1290920358958239
LS04,2010,1,Laguna Salada,San Mateo,TRUE,-0.822647141942879
LS04,2011,7,Laguna Salada,San Mateo,TRUE,-0.6694246949664066
LS04,2012,1,Laguna Salada,San Mateo,TRUE,-0.5162022479899341
LS04,2013,5,Laguna Salada,San Mateo,TRUE,-0.36297980101346167
LS04,2014,6,Laguna Salada,San Mateo,TRUE,-0.20975735403698922
LS04,2015,6,Laguna Salada,San Mateo,TRUE,-0.056534907060516774
LS04,2016,1,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS04,2017,0,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS04,2018,0,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS04,2019,0,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS04,2020,0,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS04,2021,0,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS04,2022,0,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS04,2023,3,Laguna Salada,San Mateo,TRUE,1.1692446687512628
LS05,2004,0,Laguna Salada,San Mateo,TRUE,-1.7419818238017137
LS05,2005,3,Laguna Salada,San Mateo,TRUE,-1.5887593768252413
LS05,2006,9,Laguna Salada,San Mateo,TRUE,-1.4355369298487688
LS05,2007,3,Laguna Salada,San Mateo,TRUE,-1.2823144828722963
LS05,2008,18,Laguna Salada,San Mateo,TRUE,-1.1290920358958239
LS05,2009,7,Laguna Salada,San Mateo,TRUE,-0.9758695889193515
LS05,2010,0,Laguna Salada,San Mateo,TRUE,-0.822647141942879
LS05,2011,1,Laguna Salada,San Mateo,TRUE,-0.6694246949664066
LS05,2012,0,Laguna Salada,San Mateo,TRUE,-0.5162022479899341
LS05,2013,10,Laguna Salada,San Mateo,TRUE,-0.36297980101346167
LS05,2014,2,Laguna Salada,San Mateo,TRUE,-0.20975735403698922
LS05,2015,1,Laguna Salada,San Mateo,TRUE,-0.056534907060516774
LS05,2016,0,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS05,2017,1,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS05,2018,0,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS05,2019,0,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS05,2020,0,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS05,2021,0,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS05,2022,0,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS05,2023,0,Laguna Salada,San Mateo,TRUE,1.1692446687512628
LS05,2024,0,Laguna Salada,San Mateo,TRUE,1.3224671157277352
LS06,2005,0,Laguna Salada,San Mateo,TRUE,-1.5887593768252413
LS06,2006,3,Laguna Salada,San Mateo,TRUE,-1.4355369298487688
LS06,2007,0,Laguna Salada,San Mateo,TRUE,-1.2823144828722963
LS06,2008,1,Laguna Salada,San Mateo,TRUE,-1.1290920358958239
LS06,2009,0,Laguna Salada,San Mateo,TRUE,-0.9758695889193515
LS06,2010,0,Laguna Salada,San Mateo,TRUE,-0.822647141942879
LS06,2011,21,Laguna Salada,San Mateo,TRUE,-0.6694246949664066
LS06,2012,10,Laguna Salada,San Mateo,TRUE,-0.5162022479899341
LS06,2013,7,Laguna Salada,San Mateo,TRUE,-0.36297980101346167
LS06,2014,0,Laguna Salada,San Mateo,TRUE,-0.20975735403698922
LS06,2015,3,Laguna Salada,San Mateo,TRUE,-0.056534907060516774
LS06,2016,0,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS06,2017,5,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS06,2018,0,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS06,2019,0,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS06,2020,0,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS06,2021,0,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS06,2022,4,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS06,2023,11,Laguna Salada,San Mateo,TRUE,1.1692446687512628
LS06,2024,6,Laguna Salada,San Mateo,TRUE,1.3224671157277352
LS07,2004,0,Laguna Salada,San Mateo,TRUE,-1.7419818238017137
LS07,2005,0,Laguna Salada,San Mateo,TRUE,-1.5887593768252413
LS07,2006,0,Laguna Salada,San Mateo,TRUE,-1.4355369298487688
LS07,2008,0,Laguna Salada,San Mateo,TRUE,-1.1290920358958239
LS07,2009,5,Laguna Salada,San Mateo,TRUE,-0.9758695889193515
LS07,2010,3,Laguna Salada,San Mateo,TRUE,-0.822647141942879
LS07,2011,42,Laguna Salada,San Mateo,TRUE,-0.6694246949664066
LS07,2012,76,Laguna Salada,San Mateo,TRUE,-0.5162022479899341
LS07,2013,58,Laguna Salada,San Mateo,TRUE,-0.36297980101346167
LS07,2014,5,Laguna Salada,San Mateo,TRUE,-0.20975735403698922
LS07,2015,21,Laguna Salada,San Mateo,TRUE,-0.056534907060516774
LS07,2016,8,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS07,2017,2,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS07,2018,3,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS07,2019,0,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS07,2020,3,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS07,2021,0,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS07,2022,12,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS07,2023,15,Laguna Salada,San Mateo,TRUE,1.1692446687512628
LS07,2024,11,Laguna Salada,San Mateo,TRUE,1.3224671157277352
LS08,2008,4,Laguna Salada,San Mateo,TRUE,-1.1290920358958239
LS08,2009,13,Laguna Salada,San Mateo,TRUE,-0.9758695889193515
LS08,2010,0,Laguna Salada,San Mateo,TRUE,-0.822647141942879
LS08,2011,65,Laguna Salada,San Mateo,TRUE,-0.6694246949664066
LS08,2012,10,Laguna Salada,San Mateo,TRUE,-0.5162022479899341
LS08,2013,18,Laguna Salada,San Mateo,TRUE,-0.36297980101346167
LS08,2014,0,Laguna Salada,San Mateo,TRUE,-0.20975735403698922
LS08,2015,10,Laguna Salada,San Mateo,TRUE,-0.056534907060516774
LS08,2016,4,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS08,2017,7,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS08,2018,5,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS08,2019,1,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS08,2020,0,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS08,2021,2,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS08,2022,3,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS08,2023,19,Laguna Salada,San Mateo,TRUE,1.1692446687512628
LS08,2024,0,Laguna Salada,San Mateo,TRUE,1.3224671157277352
LS09,2009,1,Laguna Salada,San Mateo,TRUE,-0.9758695889193515
LS09,2010,0,Laguna Salada,San Mateo,TRUE,-0.822647141942879
LS09,2011,1,Laguna Salada,San Mateo,TRUE,-0.6694246949664066
LS09,2012,0,Laguna Salada,San Mateo,TRUE,-0.5162022479899341
LS09,2013,0,Laguna Salada,San Mateo,TRUE,-0.36297980101346167
LS09,2014,0,Laguna Salada,San Mateo,TRUE,-0.20975735403698922
LS09,2015,0,Laguna Salada,San Mateo,TRUE,-0.056534907060516774
LS09,2016,0,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS09,2017,0,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS09,2018,0,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS09,2019,0,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS09,2020,0,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS09,2021,0,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS09,2022,0,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS09,2023,0,Laguna Salada,San Mateo,TRUE,1.1692446687512628
LS09,2024,0,Laguna Salada,San Mateo,TRUE,1.3224671157277352
LS11,2008,20,Laguna Salada,San Mateo,TRUE,-1.1290920358958239
LS11,2010,12,Laguna Salada,San Mateo,TRUE,-0.822647141942879
LS11,2011,108,Laguna Salada,San Mateo,TRUE,-0.6694246949664066
LS11,2012,96,Laguna Salada,San Mateo,TRUE,-0.5162022479899341
LS11,2013,90,Laguna Salada,San Mateo,TRUE,-0.36297980101346167
LS11,2014,74,Laguna Salada,San Mateo,TRUE,-0.20975735403698922
LS11,2015,167,Laguna Salada,San Mateo,TRUE,-0.056534907060516774
LS11,2016,111,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS11,2017,75,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS11,2018,7,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS11,2019,60,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS11,2020,0,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS11,2021,0,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS11,2022,0,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS11,2023,2,Laguna Salada,San Mateo,TRUE,1.1692446687512628
LS12,2016,0,Laguna Salada,San Mateo,TRUE,0.09668753991595568
LS12,2017,0,Laguna Salada,San Mateo,TRUE,0.24990998689242813
LS12,2018,0,Laguna Salada,San Mateo,TRUE,0.4031324338689006
LS12,2019,0,Laguna Salada,San Mateo,TRUE,0.556354880845373
LS12,2020,0,Laguna Salada,San Mateo,TRUE,0.7095773278218455
LS12,2021,0,Laguna Salada,San Mateo,TRUE,0.8627997747983179
LS12,2022,0,Laguna Salada,San Mateo,TRUE,1.0160222217747903
LS12,2023,1,Laguna Salada,San Mateo,TRUE,1.1692446687512628
MC01,2001,27,Milagra Creek,San Mateo,TRUE,-2.201649164731131
MC01,2002,81,Milagra Creek,San Mateo,TRUE,-2.0484267177546585
MC01,2003,53,Milagra Creek,San Mateo,TRUE,-1.8952042707781862
MC01,2004,40,Milagra Creek,San Mateo,TRUE,-1.7419818238017137
MC01,2005,39,Milagra Creek,San Mateo,TRUE,-1.5887593768252413
MC01,2006,31,Milagra Creek,San Mateo,TRUE,-1.4355369298487688
MC01,2007,35,Milagra Creek,San Mateo,TRUE,-1.2823144828722963
MC01,2008,61,Milagra Creek,San Mateo,TRUE,-1.1290920358958239
MC01,2009,12,Milagra Creek,San Mateo,TRUE,-0.9758695889193515
MC01,2010,0,Milagra Creek,San Mateo,TRUE,-0.822647141942879
MC01,2011,51,Milagra Creek,San Mateo,TRUE,-0.6694246949664066
MC01,2012,19,Milagra Creek,San Mateo,TRUE,-0.5162022479899341
MC01,2013,35,Milagra Creek,San Mateo,TRUE,-0.36297980101346167
MC01,2014,39,Milagra Creek,San Mateo,TRUE,-0.20975735403698922
MC01,2015,91,Milagra Creek,San Mateo,TRUE,-0.056534907060516774
MC01,2016,67,Milagra Creek,San Mateo,TRUE,0.09668753991595568
MC01,2017,14,Milagra Creek,San Mateo,TRUE,0.24990998689242813
MC01,2018,54,Milagra Creek,San Mateo,TRUE,0.4031324338689006
MC01,2019,24,Milagra Creek,San Mateo,TRUE,0.556354880845373
MC01,2020,77,Milagra Creek,San Mateo,TRUE,0.7095773278218455
MC01,2021,23,Milagra Creek,San Mateo,TRUE,0.8627997747983179
MC01,2022,1,Milagra Creek,San Mateo,TRUE,1.0160222217747903
MC01,2023,0,Milagra Creek,San Mateo,TRUE,1.1692446687512628
MC01,2024,0,Milagra Creek,San Mateo,TRUE,1.3224671157277352
OL01,2018,0,Olema Creek,Marin,TRUE,0.4031324338689006
OL01,2020,4,Olema Creek,Marin,TRUE,0.7095773278218455
OV01,2018,0,Oakwood Valley,Marin,TRUE,0.4031324338689006
OV01,2019,0,Oakwood Valley,Marin,TRUE,0.556354880845373
OV01,2020,0,Oakwood Valley,Marin,TRUE,0.7095773278218455
OV01,2023,0,Oakwood Valley,Marin,TRUE,1.1692446687512628
RC01,2001,0,Redwood Creek,Marin,TRUE,-2.201649164731131
RC01,2003,1,Redwood Creek,Marin,TRUE,-1.8952042707781862
RC01,2005,0,Redwood Creek,Marin,TRUE,-1.5887593768252413
RC01,2008,0,Redwood Creek,Marin,TRUE,-1.1290920358958239
RC01,2010,0,Redwood Creek,Marin,TRUE,-0.822647141942879
RC01,2011,0,Redwood Creek,Marin,TRUE,-0.6694246949664066
RC02,1999,0,Redwood Creek,Marin,TRUE,-2.508094058684076
RC02,2000,0,Redwood Creek,Marin,TRUE,-2.3548716117076034
RC02,2003,1,Redwood Creek,Marin,TRUE,-1.8952042707781862
RC02,2004,0,Redwood Creek,Marin,TRUE,-1.7419818238017137
RC02,2005,0,Redwood Creek,Marin,TRUE,-1.5887593768252413
RC02,2009,0,Redwood Creek,Marin,TRUE,-0.9758695889193515
RC02,2010,0,Redwood Creek,Marin,TRUE,-0.822647141942879
RC03,1999,0,Redwood Creek,Marin,TRUE,-2.508094058684076
RC03,2000,0,Redwood Creek,Marin,TRUE,-2.3548716117076034
RC03,2003,0,Redwood Creek,Marin,TRUE,-1.8952042707781862
RC03,2005,0,Redwood Creek,Marin,TRUE,-1.5887593768252413
RC03,2006,0,Redwood Creek,Marin,TRUE,-1.4355369298487688
RC03,2007,0,Redwood Creek,Marin,TRUE,-1.2823144828722963
RC03,2010,0,Redwood Creek,Marin,TRUE,-0.822647141942879
RC05,1999,0,Redwood Creek,Marin,TRUE,-2.508094058684076
RC05,2010,0,Redwood Creek,Marin,TRUE,-0.822647141942879
RC06,2014,0,Redwood Creek,Marin,TRUE,-0.20975735403698922
RC07,2008,0,Redwood Creek,Marin,TRUE,-1.1290920358958239
RC07,2010,0,Redwood Creek,Marin,TRUE,-0.822647141942879
RC07,2011,0,Redwood Creek,Marin,TRUE,-0.6694246949664066
RC07,2012,4,Redwood Creek,Marin,TRUE,-0.5162022479899341
RC07,2013,40,Redwood Creek,Marin,TRUE,-0.36297980101346167
RC07,2014,49,Redwood Creek,Marin,TRUE,-0.20975735403698922
RC07,2015,66,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC07,2016,118,Redwood Creek,Marin,TRUE,0.09668753991595568
RC07,2017,93,Redwood Creek,Marin,TRUE,0.24990998689242813
RC07,2018,100,Redwood Creek,Marin,TRUE,0.4031324338689006
RC07,2019,71,Redwood Creek,Marin,TRUE,0.556354880845373
RC07,2020,69,Redwood Creek,Marin,TRUE,0.7095773278218455
RC07,2021,37,Redwood Creek,Marin,TRUE,0.8627997747983179
RC07,2022,32,Redwood Creek,Marin,TRUE,1.0160222217747903
RC07,2023,23,Redwood Creek,Marin,TRUE,1.1692446687512628
RC07,2024,13,Redwood Creek,Marin,TRUE,1.3224671157277352
RC08,2008,0,Redwood Creek,Marin,TRUE,-1.1290920358958239
RC08,2010,0,Redwood Creek,Marin,TRUE,-0.822647141942879
RC09,2008,0,Redwood Creek,Marin,TRUE,-1.1290920358958239
RC09,2010,0,Redwood Creek,Marin,TRUE,-0.822647141942879
RC10,2010,0,Redwood Creek,Marin,TRUE,-0.822647141942879
RC10,2011,0,Redwood Creek,Marin,TRUE,-0.6694246949664066
RC10,2012,1,Redwood Creek,Marin,TRUE,-0.5162022479899341
RC10,2013,2,Redwood Creek,Marin,TRUE,-0.36297980101346167
RC10,2014,0,Redwood Creek,Marin,TRUE,-0.20975735403698922
RC10,2015,0,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC10,2016,2,Redwood Creek,Marin,TRUE,0.09668753991595568
RC10,2017,4,Redwood Creek,Marin,TRUE,0.24990998689242813
RC10,2018,0,Redwood Creek,Marin,TRUE,0.4031324338689006
RC10,2019,1,Redwood Creek,Marin,TRUE,0.556354880845373
RC10,2020,1,Redwood Creek,Marin,TRUE,0.7095773278218455
RC10,2021,1,Redwood Creek,Marin,TRUE,0.8627997747983179
RC10,2022,0,Redwood Creek,Marin,TRUE,1.0160222217747903
RC10,2023,5,Redwood Creek,Marin,TRUE,1.1692446687512628
RC10,2024,0,Redwood Creek,Marin,TRUE,1.3224671157277352
RC11,2011,0,Redwood Creek,Marin,TRUE,-0.6694246949664066
RC11,2012,0,Redwood Creek,Marin,TRUE,-0.5162022479899341
RC11,2013,0,Redwood Creek,Marin,TRUE,-0.36297980101346167
RC11,2014,0,Redwood Creek,Marin,TRUE,-0.20975735403698922
RC11,2015,5,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC11,2016,5,Redwood Creek,Marin,TRUE,0.09668753991595568
RC11,2017,8,Redwood Creek,Marin,TRUE,0.24990998689242813
RC11,2018,1,Redwood Creek,Marin,TRUE,0.4031324338689006
RC11,2019,6,Redwood Creek,Marin,TRUE,0.556354880845373
RC11,2020,10,Redwood Creek,Marin,TRUE,0.7095773278218455
RC11,2021,2,Redwood Creek,Marin,TRUE,0.8627997747983179
RC11,2022,9,Redwood Creek,Marin,TRUE,1.0160222217747903
RC11,2023,2,Redwood Creek,Marin,TRUE,1.1692446687512628
RC11,2024,1,Redwood Creek,Marin,TRUE,1.3224671157277352
RC12,2011,0,Redwood Creek,Marin,TRUE,-0.6694246949664066
RC13,2012,0,Redwood Creek,Marin,TRUE,-0.5162022479899341
RC13,2013,0,Redwood Creek,Marin,TRUE,-0.36297980101346167
RC13,2014,1,Redwood Creek,Marin,TRUE,-0.20975735403698922
RC13,2015,0,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC13,2016,0,Redwood Creek,Marin,TRUE,0.09668753991595568
RC13,2017,5,Redwood Creek,Marin,TRUE,0.24990998689242813
RC13,2018,2,Redwood Creek,Marin,TRUE,0.4031324338689006
RC13,2019,2,Redwood Creek,Marin,TRUE,0.556354880845373
RC13,2020,0,Redwood Creek,Marin,TRUE,0.7095773278218455
RC13,2021,0,Redwood Creek,Marin,TRUE,0.8627997747983179
RC13,2022,1,Redwood Creek,Marin,TRUE,1.0160222217747903
RC13,2023,3,Redwood Creek,Marin,TRUE,1.1692446687512628
RC13,2024,1,Redwood Creek,Marin,TRUE,1.3224671157277352
RC14,2013,0,Redwood Creek,Marin,TRUE,-0.36297980101346167
RC14,2014,3,Redwood Creek,Marin,TRUE,-0.20975735403698922
RC14,2015,2,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC14,2016,0,Redwood Creek,Marin,TRUE,0.09668753991595568
RC14,2017,0,Redwood Creek,Marin,TRUE,0.24990998689242813
RC14,2018,1,Redwood Creek,Marin,TRUE,0.4031324338689006
RC14,2019,0,Redwood Creek,Marin,TRUE,0.556354880845373
RC14,2020,0,Redwood Creek,Marin,TRUE,0.7095773278218455
RC14,2021,0,Redwood Creek,Marin,TRUE,0.8627997747983179
RC14,2022,0,Redwood Creek,Marin,TRUE,1.0160222217747903
RC14,2023,0,Redwood Creek,Marin,TRUE,1.1692446687512628
RC14,2024,0,Redwood Creek,Marin,TRUE,1.3224671157277352
RC15,2014,0,Redwood Creek,Marin,TRUE,-0.20975735403698922
RC15,2015,0,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC15,2016,1,Redwood Creek,Marin,TRUE,0.09668753991595568
RC15,2017,8,Redwood Creek,Marin,TRUE,0.24990998689242813
RC15,2018,4,Redwood Creek,Marin,TRUE,0.4031324338689006
RC15,2019,2,Redwood Creek,Marin,TRUE,0.556354880845373
RC15,2020,13,Redwood Creek,Marin,TRUE,0.7095773278218455
RC15,2021,0,Redwood Creek,Marin,TRUE,0.8627997747983179
RC15,2022,7,Redwood Creek,Marin,TRUE,1.0160222217747903
RC15,2023,20,Redwood Creek,Marin,TRUE,1.1692446687512628
RC15,2024,13,Redwood Creek,Marin,TRUE,1.3224671157277352
RC16,2015,0,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC16,2016,0,Redwood Creek,Marin,TRUE,0.09668753991595568
RC16,2017,0,Redwood Creek,Marin,TRUE,0.24990998689242813
RC17,2018,0,Redwood Creek,Marin,TRUE,0.4031324338689006
RC17,2019,0,Redwood Creek,Marin,TRUE,0.556354880845373
RC17,2020,0,Redwood Creek,Marin,TRUE,0.7095773278218455
RC17,2021,0,Redwood Creek,Marin,TRUE,0.8627997747983179
RC17,2022,0,Redwood Creek,Marin,TRUE,1.0160222217747903
RC17,2023,0,Redwood Creek,Marin,TRUE,1.1692446687512628
RC17,2024,0,Redwood Creek,Marin,TRUE,1.3224671157277352
RC18,2014,0,Redwood Creek,Marin,TRUE,-0.20975735403698922
RC18,2017,0,Redwood Creek,Marin,TRUE,0.24990998689242813
RC18,2020,0,Redwood Creek,Marin,TRUE,0.7095773278218455
RC18,2021,0,Redwood Creek,Marin,TRUE,0.8627997747983179
RC19,2015,0,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC19,2022,0,Redwood Creek,Marin,TRUE,1.0160222217747903
RC20,2015,21,Redwood Creek,Marin,TRUE,-0.056534907060516774
RC20,2016,0,Redwood Creek,Marin,TRUE,0.09668753991595568
RC20,2017,8,Redwood Creek,Marin,TRUE,0.24990998689242813
RC20,2018,6,Redwood Creek,Marin,TRUE,0.4031324338689006
RC20,2019,38,Redwood Creek,Marin,TRUE,0.556354880845373
RC20,2020,17,Redwood Creek,Marin,TRUE,0.7095773278218455
RC20,2021,62,Redwood Creek,Marin,TRUE,0.8627997747983179
RC20,2022,42,Redwood Creek,Marin,TRUE,1.0160222217747903
RC20,2023,24,Redwood Creek,Marin,TRUE,1.1692446687512628
RC20,2024,23,Redwood Creek,Marin,TRUE,1.3224671157277352
RC23,2017,0,Redwood Creek,Marin,TRUE,0.24990998689242813
RC24,2017,3,Redwood Creek,Marin,TRUE,0.24990998689242813
RC24,2018,0,Redwood Creek,Marin,TRUE,0.4031324338689006
RC24,2019,0,Redwood Creek,Marin,TRUE,0.556354880845373
RC24,2020,0,Redwood Creek,Marin,TRUE,0.7095773278218455
RC24,2021,0,Redwood Creek,Marin,TRUE,0.8627997747983179
RC24,2022,0,Redwood Creek,Marin,TRUE,1.0160222217747903
RC24,2023,1,Redwood Creek,Marin,TRUE,1.1692446687512628
RC24,2024,2,Redwood Creek,Marin,TRUE,1.3224671157277352
RC25,1999,0,Redwood Creek,Marin,TRUE,-2.508094058684076
RC25,2017,23,Redwood Creek,Marin,TRUE,0.24990998689242813
RC25,2018,0,Redwood Creek,Marin,TRUE,0.4031324338689006
RC25,2019,2,Redwood Creek,Marin,TRUE,0.556354880845373
RC25,2020,9,Redwood Creek,Marin,TRUE,0.7095773278218455
RC25,2021,0,Redwood Creek,Marin,TRUE,0.8627997747983179
RC25,2022,10,Redwood Creek,Marin,TRUE,1.0160222217747903
RC25,2023,13,Redwood Creek,Marin,TRUE,1.1692446687512628
RC25,2024,17,Redwood Creek,Marin,TRUE,1.3224671157277352
RC26,2018,0,Redwood Creek,Marin,TRUE,0.4031324338689006
RC26,2019,0,Redwood Creek,Marin,TRUE,0.556354880845373
RC26,2020,0,Redwood Creek,Marin,TRUE,0.7095773278218455
RC26,2021,0,Redwood Creek,Marin,TRUE,0.8627997747983179
