LocationID,BRDYEAR,survey_count_site_yr,Watershed,EventGUID,Survey_MONTH,Weather,Wind,AirTemp,WaterTemp,WaterVis,AvgD,MaxD,HabType,ground_sub,ground_emerg,ground_open_water,DominantSub,DominantEmerg,OtherVeg,CompleteSurvey,DrySurvey,GageHeight,Validation,SurveyMethodID,WaterSalinity,SalinityMethodID,WaterFlowID,Stranded,UTMNY_EggObs,UTMEX_EggObs,HorizontalError_m,Lat_EggObs,Long_EggObs,NumberofEggMasses,RangeofEggMasses,...64,...65,...66,...67,Date,beginningWY,dayOfWY,CoastalSite,obsv_total,yearly_rain,yearly_rain_lag,interpolated_emerg,interpolated_openwater,interpolated_sub,interpolated_canopy,water_flow,water_regime,ground_percent_cover_validation,interpolated_percent_cover_validation,mean_percent_sub,mean_percent_emerg,mean_percent_water,WaterVis_continuous
MC01,2005,5,Milagra Creek,{4E4F0444-1D75-4717-8BCB-303D85262BAC},2,Overcast,NA,13.2,12.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2005-02-25,2004-10-01,147,FALSE,2,120.24360000000001,101.3206,50,50,0,0,lentic,seasonal,FALSE,TRUE,0,50,50,0.2
MC01,2005,5,Milagra Creek,{9C58DE26-B8C4-4123-9024-E820B47D2C11},2,Clear,2,NA,13.9,1,NA,NA,NA,0,50,50,NA,cattail,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,2005-02-02,2004-10-01,124,FALSE,2,120.24360000000001,101.3206,50,50,0,0,lentic,seasonal,TRUE,TRUE,0,50,50,0.3
MC01,2006,5,Milagra Creek,{3712AE1E-7F9E-4740-A764-4541DD343DB5},12,Clear,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2005-12-11,2005-10-01,71,FALSE,1,141.68120000000002,101.092,47.77777777777778,51.388888888888886,0.8333333333333333,0,lentic,seasonal,FALSE,TRUE,0.8333333333333333,47.77777777777778,51.388888888888886,NA
MC01,2006,5,Milagra Creek,{8BADA4AC-5F84-4881-A863-A8C3E7270BD5},1,Overcast,2,NA,NA,1,NA,3.1,Pond,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2006-01-25,2005-10-01,116,FALSE,1,141.68120000000002,101.092,47.77777777777778,51.388888888888886,0.8333333333333333,0,lentic,seasonal,FALSE,TRUE,0.8333333333333333,47.77777777777778,51.388888888888886,0.3
MC01,2006,5,Milagra Creek,{788F890D-D1F3-478A-9250-0BEE8607CD50},3,Rain,2,NA,9,NA,NA,3.75,Pond,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2006-03-20,2005-10-01,170,FALSE,1,141.68120000000002,101.092,47.77777777777778,51.388888888888886,0.8333333333333333,0,lentic,seasonal,FALSE,TRUE,0.8333333333333333,47.77777777777778,51.388888888888886,NA
MC01,2006,5,Milagra Creek,{E46C698C-63B7-455E-95A7-C6AD133400C0},1,Clear,2,NA,11.5,0,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,2006-01-06,2005-10-01,97,FALSE,1,141.68120000000002,101.092,47.77777777777778,51.388888888888886,0.8333333333333333,0,lentic,seasonal,FALSE,TRUE,0.8333333333333333,47.77777777777778,51.388888888888886,0.25
MC01,2006,5,Milagra Creek,{81C646A5-EBE9-41F3-AC0D-A01A9B009A70},2,Clear,0,NA,NA,1,NA,NA,Pond,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2006-02-16,2005-10-01,138,FALSE,2,141.68120000000002,101.092,47.77777777777778,51.388888888888886,0.8333333333333333,0,lentic,seasonal,FALSE,TRUE,0.8333333333333333,47.77777777777778,51.388888888888886,0.5
MC01,2007,6,Milagra Creek,{ED45E1C0-C576-41FF-9090-E86AF4B61669},1,Clear,1,11,NA,NA,NA,0.03,Pond,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2007-01-10,2006-10-01,101,FALSE,1,61.6966,82.0166,45.55555555555556,52.77777777777778,1.6666666666666663,0,lentic,seasonal,FALSE,TRUE,1.6666666666666663,45.55555555555556,52.77777777777778,NA
MC01,2007,6,Milagra Creek,{22C3883C-B41F-4B58-8E75-69EC55876BC1},12,Overcast,1,NA,NA,NA,NA,0.2,Pond,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2006-12-24,2006-10-01,84,FALSE,1,61.6966,82.0166,45.55555555555556,52.77777777777778,1.6666666666666663,0,lentic,seasonal,FALSE,TRUE,1.6666666666666663,45.55555555555556,52.77777777777778,NA
MC01,2007,6,Milagra Creek,{3DF231DE-88B8-482C-A69B-56696C1BB07E},2,Overcast,NA,NA,NA,0,NA,0.4,Pond,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,2007-02-20,2006-10-01,142,FALSE,1,61.6966,82.0166,45.55555555555556,52.77777777777778,1.6666666666666663,0,lentic,seasonal,FALSE,TRUE,1.6666666666666663,45.55555555555556,52.77777777777778,0.18
MC01,2007,6,Milagra Creek,{784C9F1D-2C68-4CD7-8CBD-656C9D6DB3E0},3,Clear,0,NA,NA,1,NA,0.7,Pond,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2007-03-23,2006-10-01,173,FALSE,1,61.6966,82.0166,45.55555555555556,52.77777777777778,1.6666666666666663,0,lentic,seasonal,FALSE,TRUE,1.6666666666666663,45.55555555555556,52.77777777777778,0.5
MC01,2007,6,Milagra Creek,{094A2F79-8BB6-499E-8EFA-8B0877FAFEDB},3,Partial Cloud,1,NA,NA,1,NA,0.8,Pond,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2007-03-08,2006-10-01,158,FALSE,1,61.6966,82.0166,45.55555555555556,52.77777777777778,1.6666666666666663,0,lentic,seasonal,FALSE,TRUE,1.6666666666666663,45.55555555555556,52.77777777777778,0.5
MC01,2007,6,Milagra Creek,{9B8137DF-CDCA-4023-99CC-C679AA97DF07},1,Overcast,1,NA,NA,NA,NA,NA,Pond,NA,NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2007-01-26,2006-10-01,117,FALSE,1,61.6966,82.0166,45.55555555555556,52.77777777777778,1.6666666666666663,0,lentic,seasonal,FALSE,TRUE,1.6666666666666663,45.55555555555556,52.77777777777778,NA
MC01,2008,5,Milagra Creek,{D92003B9-21BA-4AB0-B3A0-CC35CC742ECD},1,Clear,1,13.5,10.5,0,0.2,0.2,Pond,2,70,28,NA,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2008-01-02,2007-10-01,93,FALSE,1,79.27340000000001,120.24360000000001,43.333333333333336,54.166666666666664,2.5,0,lentic,seasonal,TRUE,TRUE,2.25,56.66666666666667,41.08333333333333,0.2
MC01,2008,5,Milagra Creek,{1E8C7FA5-03A8-4E19-B8D1-FE83266001E7},1,Clear,1,11,8,0,0.8,1.2,Pond,3,30,70,cattail,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,2008-01-16,2007-10-01,107,FALSE,3,79.27340000000001,120.24360000000001,43.333333333333336,54.166666666666664,2.5,0,lentic,seasonal,FALSE,TRUE,2.5,43.333333333333336,54.166666666666664,0.25
MC01,2008,5,Milagra Creek,{A08D52EF-8784-4F58-A454-5B30A12A6D34},3,Clear,0,16,14,0,1.1,1.25,Pond,2,40,60,smartweed,cattail,"bulrush, rush",NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,2008-03-04,2007-10-01,155,FALSE,3,79.27340000000001,120.24360000000001,43.333333333333336,54.166666666666664,2.5,0,lentic,seasonal,FALSE,TRUE,2.5,43.333333333333336,54.166666666666664,0.25
MC01,2008,5,Milagra Creek,{51CE4746-545D-4247-B058-45C1A8F3B7D1},2,Clear,0,13,15,0,1.1,1.25,Pond,2,40,60,smartweed,cattail,bulrush,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,2008-02-12,2007-10-01,134,FALSE,2,79.27340000000001,120.24360000000001,43.333333333333336,54.166666666666664,2.5,0,lentic,seasonal,FALSE,TRUE,2.5,43.333333333333336,54.166666666666664,0.1
MC01,2008,5,Milagra Creek,{463E89EF-A67F-4374-8D09-C1004A568591},1,Clear,1,9.5,11,0,1.25,1.5,Pond,2,30,70,smartweed,cattail,bulrush,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2008-01-30,2007-10-01,121,FALSE,1,79.27340000000001,120.24360000000001,43.333333333333336,54.166666666666664,2.5,0,lentic,seasonal,FALSE,TRUE,2.5,43.333333333333336,54.166666666666664,0.1
MC01,2009,5,Milagra Creek,{B040A195-3CA9-4D60-8CC1-D8AF72645583},1,Mostly Cloudy,1,NA,NA,NA,0.01,NA,Pond,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009-01-23,2008-10-01,114,FALSE,2,73.86319999999999,141.68120000000002,41.111111111111114,55.55555555555556,3.333333333333333,0,lentic,seasonal,FALSE,TRUE,3.333333333333333,41.111111111111114,55.55555555555556,NA
MC01,2009,5,Milagra Creek,{30A0D2B9-F477-442D-9CD1-11178240F6C2},2,Clear,1,14.6,20,0,0.02,0.02,Pond,80,5,15,typha,eliochris,NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009-02-12,2008-10-01,134,FALSE,2,73.86319999999999,141.68120000000002,41.111111111111114,55.55555555555556,3.333333333333333,0,lentic,seasonal,TRUE,TRUE,41.666666666666664,23.055555555555557,35.27777777777778,0.02
MC01,2009,5,Milagra Creek,{D31273BA-D51E-42E6-B5FF-E079E072E1CC},12,Partial Cloud,0,11.1,9,0,0.05,0.1,Pond,NA,NA,NA,"Polyganum, Ranunculus","Typha, Scirpus, Elocharis",NA,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2008-12-31,2008-10-01,91,FALSE,2,73.86319999999999,141.68120000000002,41.111111111111114,55.55555555555556,3.333333333333333,0,lentic,seasonal,FALSE,TRUE,3.333333333333333,41.111111111111114,55.55555555555556,0.1
MC01,2009,5,Milagra Creek,{784D7FD3-2CC9-421E-A0EE-8F9759A87E17},4,Clear,1,22.1,11,1,NA,0.24,Pond,NA,NA,NA,NA,NA,NA,TRUE,FALSE,0.8,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009-04-04,2008-10-01,185,FALSE,2,73.86319999999999,141.68120000000002,41.111111111111114,55.55555555555556,3.333333333333333,0,lentic,seasonal,FALSE,TRUE,3.333333333333333,41.111111111111114,55.55555555555556,0.48
MC01,2009,5,Milagra Creek,{AEA482D7-50D5-405C-887F-A17A21F2C309},3,Clear,1,10.6,8,0,NA,1.19,Pond,20,30,50,"eleochris; rubus, polyganum","typa, tule",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,2009-03-09,2008-10-01,159,FALSE,2,73.86319999999999,141.68120000000002,41.111111111111114,55.55555555555556,3.333333333333333,0,lentic,seasonal,TRUE,TRUE,11.666666666666666,35.55555555555556,52.77777777777778,0.13
MC01,2010,2,Milagra Creek,{267A3CB4-18CA-4185-B501-0748A76D0EB6},12,Clear,NA,12.2,NA,0,0.05,0.08,Pond,10,5,85,unknown algae,"polygnum, cattails",NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2009-12-19,2009-10-01,79,FALSE,2,108.331,61.6966,38.888888888888886,56.94444444444444,4.166666666666667,0,lentic,seasonal,TRUE,TRUE,7.083333333333334,21.944444444444443,70.97222222222223,0.08
MC01,2010,2,Milagra Creek,{037324AF-7344-44C6-BD56-452F0730F2D9},3,Clear,0,20.2,17,0,0.75,1,Pond,0,50,50,NA,juncus effusus,NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2010-03-28,2009-10-01,178,FALSE,2,108.331,61.6966,38.888888888888886,56.94444444444444,4.166666666666667,0,lentic,seasonal,TRUE,TRUE,2.0833333333333335,44.44444444444444,53.47222222222222,0.2
MC01,2011,6,Milagra Creek,{ECA44523-BF23-4121-84AE-FB88DC8679FE},12,Clear,0,14.6,11,0,0.1,0.2,Pond,0,60,40,NA,"tule, typha, polyganum",NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2010-12-16,2010-10-01,76,FALSE,2,129.3114,79.27340000000001,36.66666666666667,58.33333333333333,5,0,lentic,seasonal,TRUE,TRUE,2.5,48.333333333333336,49.166666666666664,0
MC01,2011,6,Milagra Creek,{3443BE4F-FDB2-4B82-BED7-5A44F7923BAA},1,NA,NA,9.5,9,0,0.8,0.92,NA,30,50,50,"Eleocharis, ranunculus","Cattail, tule",NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,2011-01-28,2010-10-01,119,FALSE,3,129.3114,79.27340000000001,36.66666666666667,58.33333333333333,5,0,lentic,seasonal,FALSE,TRUE,5,36.66666666666667,58.33333333333333,0.24
MC01,2011,6,Milagra Creek,{6B029B93-D64C-4BE5-B872-33E7825FB1F8},2,Partial Cloud,3,11.6,8,0,1,1.75,Pond,30,30,40,"Ranunculus, Eleocharis","tules, cattails",NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2011-02-27,2010-10-01,149,FALSE,3,129.3114,79.27340000000001,36.66666666666667,58.33333333333333,5,0,lentic,seasonal,TRUE,TRUE,17.5,33.333333333333336,49.166666666666664,0.1
MC01,2011,6,Milagra Creek,{D69FB6AD-4957-4CA2-9C43-2C75A1B35756},1,Clear,1,8.5,8,0,1.05,1.11,Pond,25,40,65,"Ilicanius, runculous","Cattails, tule",NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,2011-01-06,2010-10-01,97,FALSE,2,129.3114,79.27340000000001,36.66666666666667,58.33333333333333,5,0,lentic,seasonal,FALSE,TRUE,5,36.66666666666667,58.33333333333333,0.15
MC01,2011,6,Milagra Creek,{79C80B38-83B1-425E-AE36-C9044573F0F5},3,Clear,2,15.3,NA,0,1.1,1.15,Pond,10,30,60,Ranunculus,"cattails, tules, smartweed",NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2011-03-17,2010-10-01,167,FALSE,3,129.3114,79.27340000000001,36.66666666666667,58.33333333333333,5,0,lentic,seasonal,TRUE,TRUE,7.5,33.333333333333336,59.166666666666664,0.16
MC01,2011,6,Milagra Creek,{5F48AB11-C054-4E06-A504-C59DCE21788E},3,Clear,1,NA,NA,0,NA,1.28,Pond,5,30,65,"polyganum, ranunculus","polyganum, cattail, tule, juncus",NA,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2011-03-31,2010-10-01,181,FALSE,3,129.3114,79.27340000000001,36.66666666666667,58.33333333333333,5,0,lentic,seasonal,TRUE,TRUE,5,33.333333333333336,61.666666666666664,0.15
